chr2	236773663	236774209	PRA1
chr3	683637	683894	PRA2
chr9	8160478	8160724	PRA3
chr2	121832810	121833140	PRA4
chr10	108809382	108809594	PRA5
chr14	76787274	76787480	PRA6
chr12	974224	974549	PRA7
chr10	130970067	130970411	PRA8
chr7	15297406	15297671	PRA9
chr1	116854478	116854669	PRA10
chr13	73114983	73115504	PRA11
chr3	175671965	175672207	PRA12
chr18	53726441	53726700	PRA13
chr7	106642661	106642870	PRA14
chr11	127013462	127013655	PRA15
chr5	76891164	76891671	PRA16
chr20	36479495	36479673	PRA17
chr5	138442000	138442263	PRA18
chr5	53493072	53493362	PRA19
chr12	12735926	12736239	PRA20
chr6	38359427	38359736	PRA21
chr6	106052103	106052293	PRA22
chr14	39207332	39207595	PRA23
chr5	31415412	31415594	PRA24
chr10	14144812	14144979	PRA25
chr2	23555047	23555340	PRA26
chr20	21757708	21758104	PRA27
chr11	130965401	130965778	PRA28
chr1	163534095	163534315	PRA29
chr3	98775636	98775747	PRA30
chr10	115312248	115312312	PRA31
chr15	96952754	96953009	PRA32
chr4	1613717	1614055	PRA33
chr2	181324625	181324898	PRA34
chr7	115369317	115369546	PRA35
chr9	73861527	73861765	PRA36
chr4	11119167	11119311	PRA37
chr13	100578312	100578627	PRA38
chr18	35526434	35526737	PRA39
chr16	80079868	80080106	PRA40
chr1	88952731	88952921	PRA41
chr18	59296663	59296909	PRA42
chr8	117528081	117528361	PRA43
chr16	82295098	82295340	PRA44
chr4	178272902	178273376	PRA45
chr20	6631662	6632045	PRA46
chr19	38554096	38554292	PRA47
chr7	115417036	115417294	PRA48
chr1	204591529	204591699	PRA49
chr7	25900572	25900742	PRA50
chr1	88075879	88076121	PRA51
chr15	60667577	60667849	PRA52
chr8	130697926	130698161	PRA53
chr8	108216550	108216935	PRA54
chr13	84866794	84867036	PRA55
chr2	119067158	119067769	PRA56
chr2	171679517	171679721	PRA57
chr11	131852583	131852705	PRA58
chr10	107100364	107100665	PRA59
chr13	71723752	71724353	PRA60
chrX	16550759	16551015	PRA61
chr4	130202752	130202945	PRA62
chr11	132809661	132809978	PRA63
chr3	173680516	173680913	PRA64
chr16	76962174	76962441	PRA65
chr12	17939223	17939533	PRA66
chr14	90216193	90216662	PRA67
chr4	23875671	23876149	PRA68
chr11	131948475	131948847	PRA69
chrX	111910675	111911347	PRA70
chr8	144561607	144562054	PRA71
chr16	63362266	63362443	PRA72
chr5	3778255	3778398	PRA73
chr11	120640761	120641144	PRA74
chr3	119984218	119984365	PRA75
chr9	1201876	1202104	PRA76
chr2	116474381	116474511	PRA77
chr17	46295986	46296213	PRA78
chr12	16236960	16237073	PRA79
chr3	146671723	146672026	PRA80
chr5	3876254	3876515	PRA81
chr15	58043851	58044013	PRA82
chr13	97925656	97925808	PRA83
chr2	176435822	176436229	PRA84
chr2	21742295	21742521	PRA85
chr9	11708968	11709233	PRA86
chr1	175704684	175704908	PRA87
chr2	226361662	226361929	PRA88
chr2	221382197	221382405	PRA89
chr7	9473688	9473895	PRA90
chr2	208297115	208297758	PRA91
chr2	80802697	80802877	PRA92
chr9	7689772	7689991	PRA93
chr2	34792309	34792506	PRA94
chr2	133346893	133347089	PRA95
chr14	33819145	33819460	PRA96
chr7	145987537	145987645	PRA97
chr20	40811158	40811347	PRA98
chr16	20247913	20248310	PRA99
chr8	77946438	77946870	PRA100
chr2	59887112	59887472	PRA101
chr20	8633306	8633528	PRA102
chr8	105365587	105365852	PRA103
chr13	69303695	69303993	PRA104
chr12	3246874	3247040	PRA105
chr2	162298715	162298900	PRA106
chr1	101620918	101621057	PRA107
chr5	89637746	89638170	PRA108
chr9	16195662	16196102	PRA109
chr5	132676427	132676568	PRA110
chr12	77343368	77343511	PRA111
chr3	80214954	80215193	PRA112
chr3	143465311	143465485	PRA113
chr5	9917822	9918019	PRA114
chr5	154512821	154513435	PRA115
chr7	145912065	145912260	PRA116
chr5	154878346	154878713	PRA117
