chr20	61733446	61733630	ANC1
chr1	146150270	146150718	ANC2
chr1	147692102	147692550	ANC3
chr19	49533234	49533386	ANC4
chr13	24928553	24928885	ANC5
chr2	236774007	236774162	ANC6
chr7	2205923	2206163	ANC7
chr18	2160552	2161950	ANC8
chr15	22780708	22780875	ANC9
chr15	31127126	31127293	ANC10
chr15	98255869	98256060	ANC11
chr16	82295096	82295341	ANC12
chr5	76891004	76891418	ANC13
chr7	15297470	15297677	ANC14
chr9	73861516	73861877	ANC15
chr15	31126560	31126698	ANC16
chr4	70221036	70221139	ANC17
chr17	20624303	20624904	ANC18
chr5	180409675	180410052	ANC19
chrX	148836615	148836733	ANC20
chr22	16158331	16158489	ANC21
chr12	974178	974588	ANC22
chr13	73114822	73115533	ANC23
chr14	19684594	19684749	ANC24
chr15	88044069	88044463	ANC25
chr19	13004946	13005696	ANC26
chr19	7561410	7561696	ANC27
chr6	11861313	11861771	ANC28
chr6	50431581	50432232	ANC29
chr13	23510780	23511042	ANC30
chr11	34732262	34732675	ANC31
chr2	87865326	87866345	ANC32
chr3	147603320	147603903	ANC33
chr1	144520764	144521012	ANC34
chr1	146139587	146139754	ANC35
chr1	157694098	157694333	ANC36
chr1	88285958	88286718	ANC37
chr10	234977	235121	ANC38
chr11	109297851	109298156	ANC39
chr11	130965377	130965715	ANC40
chr12	12735993	12736233	ANC41
chr12	17290464	17290740	ANC42
chr13	68194794	68195030	ANC43
chr14	103707805	103708147	ANC44
chr14	33488371	33489113	ANC45
chr14	49248228	49248336	ANC46
chr16	80079857	80080102	ANC47
chr18	21252213	21252713	ANC48
chr18	31165208	31165691	ANC49
chr18	39929358	39929629	ANC50
chr2	25303790	25304198	ANC51
chr20	30425199	30425393	ANC52
chr3	148163707	148164279	ANC53
chr5	119210999	119211238	ANC54
chr6	19976428	19977397	ANC55
chr9	15035773	15035967	ANC56
chr10	130970116	130970425	ANC57
chr10	8576147	8576521	ANC58
chr12	33947563	33947848	ANC59
chr14	37608028	37608669	ANC60
chr17	71378712	71378863	ANC61
chr7	137807190	137807503	ANC62
chr7	151826040	151826285	ANC63
chr7	66288977	66289193	ANC64
chr9	81483567	81484119	ANC65
chr15	28662067	28662303	ANC66
chr8	65858779	65859320	ANC67
chr15	20886431	20886563	ANC68
chr21	11011418	11011657	ANC69
chr4	119414496	119415018	ANC70
chr1	146149884	146150231	ANC71
chr1	146512854	146513020	ANC72
chr1	147691716	147692063	ANC73
chr1	19688085	19688407	ANC74
chr1	228288030	228288336	ANC75
chr1	82497621	82497755	ANC76
chr1	83871362	83871911	ANC77
chr10	122945673	122946002	ANC78
chr10	21757708	21758350	ANC79
chr11	49598205	49598463	ANC80
chr11	97457165	97457523	ANC81
chr11	98524353	98524656	ANC82
chr12	84313001	84313260	ANC83
chr13	72518566	72519254	ANC84
chr14	33417751	33418086	ANC85
chr15	36964908	36965898	ANC86
chr15	60667561	60667849	ANC87
chr15	96283830	96284075	ANC88
chr17	45196806	45197107	ANC89
chr18	23194601	23194908	ANC90
chr19	38554097	38554249	ANC91
chr19	42680044	42680364	ANC92
chr19	5649676	5649857	ANC93
chr2	145234574	145235144	ANC94
chr2	164254736	164255195	ANC95
chr2	200488473	200488917	ANC96
chr2	212399208	212399809	ANC97
chr2	213187289	213187570	ANC98
chr2	92252217	92252528	ANC99
chr20	40910416	40910688	ANC100
chr21	28048616	28048730	ANC101
chr21	46096219	46096503	ANC102
chr3	15182881	15183579	ANC103
chr3	77220034	77220456	ANC104
chr3	93707256	93707668	ANC105
chr4	101509194	101509508	ANC106
chr4	1613635	1614055	ANC107
chr4	181225269	181225629	ANC108
chr4	182156318	182156882	ANC109
chr4	183673472	183673695	ANC110
chr4	23807875	23808339	ANC111
chr4	10269582	10269750	ANC112
chr5	115994733	115994955	ANC113
chr5	138442088	138442263	ANC114
chr5	166870866	166871136	ANC115
chr6	164929283	164929562	ANC116
chr6	2111560	2111876	ANC117
chr6	51339378	51339689	ANC118
chr6	8785075	8785757	ANC119
chr6	95306402	95306616	ANC120
chr6	97670342	97671132	ANC121
chr7	134380108	134380328	ANC122
chr7	8127934	8128719	ANC123
chr7	96616951	96617275	ANC124
chr8	13008025	13008319	ANC125
chr8	15669441	15669696	ANC126
chr8	19706591	19706976	ANC127
chr8	65939047	65939291	ANC128
chr9	1201875	1202049	ANC129
chr9	28006046	28006286	ANC130
chr9	3941838	3942210	ANC131
chrX	67353110	67353632	ANC132
chr10	108809368	108809595	ANC133
chr10	14765321	14765670	ANC134
chr10	17560564	17560822	ANC135
chr11	2646010	2646863	ANC136
chr2	138669878	138670341	ANC137
chr5	119337005	119337605	ANC138
chr7	10760313	10760592	ANC139
chr8	3555688	3555982	ANC140
chr9	25934887	25935133	ANC141
chr2	80802699	80803027	ANC142
chr3	125661709	125661890	ANC143
chr3	63277	63589	ANC144
chr14	19628689	19628815	ANC145
chr14	19946578	19946704	ANC146
chr15	20876437	20876610	ANC147
chr1	102540132	102540261	ANC148
chr1	116854518	116854683	ANC149
chr1	119675658	119675931	ANC150
chr1	146126727	146127077	ANC151
chr1	164350238	164350495	ANC152
chr1	175704682	175704893	ANC153
chr1	208941241	208941707	ANC154
chr1	216356754	216357348	ANC155
chr1	228636832	228637153	ANC156
chr1	234162231	234162343	ANC157
chr1	35087404	35087631	ANC158
chr1	38445273	38445621	ANC159
chr1	58069320	58069593	ANC160
chr1	61762704	61763185	ANC161
chr1	63464549	63465539	ANC162
chr1	7651264	7651536	ANC163
chr1	79486285	79486624	ANC164
chr1	8060033	8060380	ANC165
chr1	83451695	83451955	ANC166
chr1	83969385	83969759	ANC167
chr1	87835463	87835856	ANC168
chr1	97463381	97463624	ANC169
chr10	10886858	10887143	ANC170
chr10	114345694	114346003	ANC171
chr10	119507603	119507821	ANC172
chr10	130844176	130844395	ANC173
chr10	34217629	34217770	ANC174
chr10	38475482	38475729	ANC175
chr10	45586399	45586527	ANC176
chr10	77781106	77781470	ANC177
chr10	8546534	8547054	ANC178
chr10	87306056	87306283	ANC179
chr11	114099764	114100187	ANC180
chr11	116045070	116045256	ANC181
chr11	129274665	129274906	ANC182
chr11	19806909	19807183	ANC183
chr11	32037199	32037333	ANC184
chr11	56118895	56119339	ANC185
chr11	79338429	79338665	ANC186
chr11	81018201	81018406	ANC187
chr12	102850102	102850466	ANC188
chr12	14047086	14047404	ANC189
chr12	3246885	3247025	ANC190
chr12	69351136	69351440	ANC191
chr12	92191318	92191689	ANC192
chr12	99728061	99728336	ANC193
chr13	22495866	22496061	ANC194
chr13	34951368	34951595	ANC195
chr13	54152600	54153039	ANC196
chr13	72212291	72213257	ANC197
chr13	75540774	75541131	ANC198
chr13	96430966	96431356	ANC199
chr13	97207875	97208190	ANC200
chr14	29044341	29044669	ANC201
chr14	33231133	33231627	ANC202
chr14	33687897	33688536	ANC203
chr14	68622887	68623012	ANC204
chr14	76288936	76289401	ANC205
chr14	82128607	82129254	ANC206
chr14	82147745	82148054	ANC207
chr15	36913321	36913881	ANC208
chr15	37190729	37191207	ANC209
chr15	37337864	37338383	ANC210
chr15	57551507	57551732	ANC211
chr15	70306097	70306284	ANC212
chr15	98146062	98146489	ANC213
chr16	18361285	18361593	ANC214
chr16	31693118	31693231	ANC215
chr16	4209651	4209751	ANC216
chr16	6759531	6759715	ANC217
chr16	73129256	73129719	ANC218
chr16	7359838	7359979	ANC219
chr16	78992055	78992420	ANC220
chr16	7842499	7842607	ANC221
chr17	38799173	38799574	ANC222
chr17	45762183	45762490	ANC223
chr17	49829464	49829694	ANC224
chr17	66202280	66202382	ANC225
chr18	25017862	25018188	ANC226
chr18	25201528	25201814	ANC227
chr18	37387302	37387602	ANC228
chr18	41853835	41854306	ANC229
chr18	44901786	44902072	ANC230
chr18	50547654	50547833	ANC231
chr18	55051565	55051761	ANC232
chr18	64447815	64448349	ANC233
chr19	30979710	30979913	ANC234
chr19	32725644	32726400	ANC235
chr2	105561548	105561747	ANC236
chr2	126375801	126376044	ANC237
chr2	133346927	133347077	ANC238
chr2	144050260	144050505	ANC239
chr2	144754666	144755630	ANC240
chr2	147382134	147382766	ANC241
chr2	152208554	152208813	ANC242
chr2	174973161	174973869	ANC243
chr2	177744455	177744743	ANC244
chr2	193321376	193321961	ANC245
chr2	197742179	197742405	ANC246
chr2	199951905	199952123	ANC247
chr2	205977305	205977433	ANC248
chr2	222241920	222242265	ANC249
chr2	226043489	226043718	ANC250
chr2	35732358	35732567	ANC251
chr2	44944607	44944911	ANC252
chr2	52797784	52797971	ANC253
chr2	6485395	6485718	ANC254
chr2	66927809	66927951	ANC255
chr2	86695339	86695551	ANC256
chr20	41525538	41525884	ANC257
chr20	51094123	51094474	ANC258
chr20	5140594	5140787	ANC259
chr20	60204586	60204692	ANC260
chr20	6542448	6542630	ANC261
chr21	18215634	18215851	ANC262
chr21	30752489	30752806	ANC263
chr21	31029348	31029555	ANC264
chr21	34559934	34560096	ANC265
chr22	34360462	34360697	ANC266
chr3	107003264	107003458	ANC267
chr3	136988530	136989017	ANC268
chr3	137610486	137611129	ANC269
chr3	175297280	175297498	ANC270
chr3	5313959	5314200	ANC271
chr3	58810252	58810482	ANC272
chr3	59372963	59373353	ANC273
chr3	59421987	59422156	ANC274
chr3	60355875	60356048	ANC275
chr3	70046735	70047412	ANC276
chr3	70554874	70555424	ANC277
chr3	81389425	81389711	ANC278
chr3	82107016	82107251	ANC279
chr3	87650103	87650285	ANC280
chr3	94037228	94037474	ANC281
chr3	1008000	1008259	ANC282
chr4	154408995	154409108	ANC283
chr4	172035335	172035560	ANC284
chr4	173337772	173338092	ANC285
chr4	178886996	178887256	ANC286
chr4	180670121	180670498	ANC287
chr4	22989985	22990273	ANC288
chr4	26208233	26208506	ANC289
chr4	41844561	41844812	ANC290
chr4	54076546	54076791	ANC291
chr4	58770253	58770442	ANC292
chr4	59119711	59120049	ANC293
chr5	105540018	105540240	ANC294
chr5	106657158	106657604	ANC295
chr5	106995719	106995937	ANC296
chr5	123628079	123628764	ANC297
chr5	124385623	124385842	ANC298
chr5	125948717	125949409	ANC299
chr5	157832932	157833497	ANC300
chr5	21335633	21338230	ANC301
chr5	29105432	29105549	ANC302
chr5	3428083	3428629	ANC303
chr5	53493214	53493363	ANC304
chr5	76989717	76990200	ANC305
chr5	87776609	87777183	ANC306
chr5	92413618	92413987	ANC307
chr6	102696985	102697367	ANC308
chr6	107964319	107964608	ANC309
chr6	120706867	120707119	ANC310
chr6	128508942	128509342	ANC311
chr6	143279451	143279742	ANC312
chr6	153330426	153331369	ANC313
chr6	38337959	38338590	ANC314
chr6	50924052	50924376	ANC315
chr6	63964935	63965095	ANC316
chr6	68543500	68543715	ANC317
chr6	68974739	68975014	ANC318
chr6	85071845	85072423	ANC319
chr6	86818026	86818274	ANC320
chr6	87141978	87142447	ANC321
chr6	98298514	98299052	ANC322
chr6	9802236	9802500	ANC323
chr6	99164207	99164627	ANC324
chr6	99424935	99425930	ANC325
chr7	104415165	104415359	ANC326
chr7	11704435	11704750	ANC327
chr7	11765991	11766202	ANC328
chr7	116926556	116926739	ANC329
chr7	126697620	126697881	ANC330
chr7	134962012	134962161	ANC331
chr7	135841753	135841971	ANC332
chr7	137982818	137983233	ANC333
chr7	144471279	144471640	ANC334
chr7	15260772	15260912	ANC335
chr7	19617127	19617327	ANC336
chr7	28489765	28489915	ANC337
chr7	51880168	51880346	ANC338
chr7	67801533	67801798	ANC339
chr7	8230081	8230271	ANC340
chr7	89444992	89445294	ANC341
chr7	90755764	90756159	ANC342
chr8	106234561	106234778	ANC343
chr8	117356638	117357052	ANC344
chr8	20676818	20677049	ANC345
chr8	52457694	52457858	ANC346
chr8	64984621	64984975	ANC347
chr8	71021977	71022973	ANC348
chr8	861273	861471	ANC349
chr8	90644442	90644748	ANC350
chr9	118985467	118985908	ANC351
chr9	126758301	126758661	ANC352
chr9	127743488	127743874	ANC353
chr9	13895966	13896235	ANC354
chr9	16585371	16585731	ANC355
chr9	16679328	16679850	ANC356
chr9	25781899	25782093	ANC357
chr9	26044028	26044282	ANC358
chr9	26219938	26220242	ANC359
chr9	28517000	28517185	ANC360
chr9	35943570	35943798	ANC361
chr9	3957230	3957374	ANC362
chr9	78750711	78750903	ANC363
chr9	86440378	86440518	ANC364
chr9	101850783	101851036	ANC365
chrX	109820538	109821004	ANC366
chrX	128513267	128513624	ANC367
chrX	141724202	141724328	ANC368
chrX	143707199	143707734	ANC369
chrX	28184928	28185252	ANC370
chrX	31351750	31352066	ANC371
chrX	31441180	31441434	ANC372
chrX	51663857	51664710	ANC373
chrX	86318200	86318500	ANC374
chr12	98126179	98127046	ANC375
chr16	4766359	4766984	ANC376
chr19	53230107	53230497	ANC377
