chr10	80423645	80423734	BUSH1
chr2	236774007	236774162	BUSH2
chr14	82575703	82575828	BUSH3
chr20	30425199	30425393	BUSH4
chr3	18537891	18537967	BUSH5
chr7	3682155	3682309	BUSH6
chr11	32037199	32037333	BUSH7
chr7	116926556	116926739	BUSH8
chrX	24948796	24949125	BUSH9
chr9	14789363	14789438	BUSH10
chr11	79338429	79338665	BUSH11
chr16	82295096	82295341	BUSH12
chr13	68194794	68195030	BUSH13
chr7	15297470	15297677	BUSH14
chr21	27626508	27626572	BUSH15
chr3	2417345	2417505	BUSH16
chr2	57981821	57982131	BUSH17
chr10	8576147	8576521	BUSH18
chrX	136511718	136512075	BUSH19
chr10	127190086	127190424	BUSH20
chr2	176765342	176765484	BUSH21
chr4	22737315	22737577	BUSH22
chr3	147603320	147603903	BUSH23
chr17	71771079	71771518	BUSH24
chr18	38918922	38919449	BUSH25
chr5	105540018	105540240	BUSH26
chr13	28540234	28540405	BUSH27
chr2	121832783	121833082	BUSH28
chrX	138288802	138288883	BUSH29
chr4	81707678	81707898	BUSH30
chr5	154878348	154878712	BUSH31
chr16	4209651	4209751	BUSH32
chr13	71825601	71826180	BUSH33
chr1	82497621	82497755	BUSH34
chr11	133260751	133260924	BUSH35
chr9	16717947	16718300	BUSH36
chr20	41953920	41953986	BUSH37
chr2	21742452	21742522	BUSH38
chr1	218024622	218024798	BUSH39
chr2	33930093	33930346	BUSH40
chrX	16550761	16550858	BUSH41
chr15	98255869	98256060	BUSH42
chr1	61449355	61449489	BUSH43
chr13	91137654	91138017	BUSH44
chr14	37608028	37608669	BUSH45
chr11	114099764	114100187	BUSH46
chr10	120137707	120138104	BUSH47
chr7	69060726	69060883	BUSH48
chr4	112809455	112809841	BUSH49
chr2	80187599	80187667	BUSH50
chr7	26829179	26829852	BUSH51
chr13	38527944	38528092	BUSH52
chr3	64190808	64190899	BUSH53
chr2	144289674	144290024	BUSH54
chr12	3246885	3247025	BUSH55
chr19	31398228	31398552	BUSH56
chr1	95806901	95807307	BUSH57
chr1	49353755	49353972	BUSH58
chr4	178272898	178273285	BUSH59
chr7	10760313	10760592	BUSH60
chr10	16705449	16705514	BUSH61
chr10	8546534	8547054	BUSH62
chr1	164350238	164350495	BUSH63
